app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,b9fcc3ad-7b14-4766-ac38-6a3603074773,very badddddd,,malik 10,1.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,aecdc142-c42d-412d-99c4-c3838da3705e,Very detailed informative responses,,Edilberto Perdido,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,cabc91c6-50ff-4365-9e16-4db33a85df67,best app,,Syed Ubaid Ullah,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,782eb423-def5-4976-8a24-d9e903f85192,this app is really useful but its limit is annoying,,8>;5BB0,4.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,a14cb03a-001d-4964-8073-84fd9e151cd1,it can not generate a photo by my describtion! while CHAT GPT will be done easilly,,Omar Yousefi,1.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,5b9e89d9-3413-42b1-ab75-ca9d7a21fd94,very good,,prince md miraj,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,b483f1d4-4450-4a9b-b007-aca8f0009552,what a disgusting >. app not work properly = not adjest to auto email >z>z,,Md Zaki Ahmad,1.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,7794fcc5-fb6a-46de-ae11-f564a2e9d8ef,This AI is exceptional. Nothing comes close to it in terms of solving questions with in depth explanation. I highly recommend for every learner,,Tika John,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,9ab8274d-ef3c-4fda-9039-688df2a48972,very good,,Ehsan Mohammadi,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,e48795a1-792c-409d-b0da-8875b2ad54cf,I love it,,Edit Farkas,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,43d637eb-3577-476c-ab96-4cd201b7c377,"good job bing chilling, im leaving this 5 star review but im deleting it",,Kaes 228,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,6f6c5e65-f4f6-4e0b-94ab-475d4a7a8080,Nuh too much censored. I wrote is Taiwan a country? it gave me sorry out of my scope. lol not better than chatgpt,,kainat Quaderee,1.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,d52f238d-bcd2-43f4-a13b-9ba9acf50f61,as long as It's free. i love it,,Rezwanul Hossain,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,25880ae1-1a03-425c-a0d4-20fa1f4d07b1,"after tried using 3 famous ai app, I think deepseek stay at in between 2nd and 3rd Vs grok. chatgpt uploading photos and replies way more stable and correct compare to grok and deepseek. deepseek has the worst uploading photos but replies consider good as chatgpt. deepseek unable to create anything so that's the biggest losing point between these 3 ai",,Derrick,2.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,4be158cc-6c47-47b8-a101-b23afe4b554c,"I just must say it's pretty damn Glorious so easy to use, way better than similar apps infinitely less resources consumption and the best thing no microtransactions. God Bless China+!",,Wezu MEDMon,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,474bd72b-ec84-4310-a40e-8530ccb9444f,"DeepSeek-AI is the must helpful and guidance apps in the world. I'm recommended to install them. DeepSeek Apps has been a game-changer for me! The AI-powered tools have streamlined my workflow and boosted productivity. The interface is user-friendly, and the features are incredibly useful. Highly recommend! =�=�""<",,Razaq Razaq wazir,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,de83c1cd-9a1f-45ab-8fc5-460be7c9af51,started off fabulous now it's an abomination,,Yosra Naeem,1.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,5052478f-ca9e-4600-90bf-c421a0e772a2,Great,,successof destiny,3.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,1acd7e87-f568-4663-9231-757eb6609ce0,"""DeepSeek Chat is a game-changer!* Unlike other AIs that give robotic, textbook answers, this app delivers **real, unfiltered knowledge** with personality. Need a **hilarious roast** of ChatGPT? Done. Want **deep historical insights** served with wit? Easy. Or just **shoot the breeze** about anything from gaming to philosophy? *DeepSeek gets it.* =% **Why its the best?**  **No corporate fluff**  Just raw, engaging convos.",,moqadar Khan,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,cb7e7801-10ee-4189-be29-ac303b2e9a8d,best amongst its category,,Jaynarayan,5.0,"Jul 17, 2025"
DeepSeek - AI Assistant,com.deepseek.chat,PRODUCTIVITY,2fdf2027-dce9-436c-9014-6f6bbc3e082e,the new updates have a lot of bugs than before.,,Josephine Ambia,3.0,"Jul 17, 2025"
