app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at
� fix the replies =!=-,add,and combine them all with Grammarly,Grammarly Beta Go,"and Grammarly Premium Pro.""",,Dante Debartolo,5.0,"Jun 30, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,19a487e6-8ea3-47f0-af18-a52d7fcb6421,excellent chat AI system. particularly love the privacy policy of Mistral and the high speed in the AI's responses. would love to have the chain-of-thought part as an option since it doesn't add any value to my experience as a user. kudos to the AI engineers and the app developers! UPDATE: today the app suddenly stopped working. the chatbot works fine on the web. tried reinstalling it without any luck. shame though because I had become partial to it... Switching to mobile browser from now on...,,Jim Fibonacci,1.0,"Jul 17, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,9c65ecbd-1369-4fc9-a224-ae4b238acc1f,Great,,AngPi Bav,5.0,"Jul 17, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f65b9153-f61b-4d5b-8cfc-ffcdb6aef0f1,"It worked well in the free & anonymous version. But now I am getting the message: "" No catnip for you. it seems you have not been granted access to this feature"" What has changed?",,MC F,1.0,"Jul 16, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e21b3143-4dbf-4bbf-9e42-9521d9a2e2c0,Gonna have to give it a 1 star review until bug reports can be submitted in the app. There's currently a bug where whenever you switch back to the app it will pause whatever music you have playing for some reason. that makes the app pretty much not able to be used.,,Andrew Ridgway,1.0,"Jul 16, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,68c3e9bd-e177-4ecb-9aee-484619203eed,c'est tr�s rapide,,Gabe Herbert,5.0,"Jul 14, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,50cd2aa3-8f04-4761-98b3-03189f607036,it's superfast and adapts quickly,,Manuel Festas Franco,5.0,"Jul 14, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,43086497-862e-4ff7-aefe-61819e5d3326,uhh it's lagging a bit too much n glitching too in between I appreciate its fast response but the ui is glitching I hope you guys fix it thanks,,U�k�0Wn 690,3.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1181c872-fd7d-4ed9-aa13-fc0526e46dd8,very good !!,,kaos jimenez,5.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,5fb81810-9480-4b17-84a0-fcc30e2dc2c7,excelent,,mohammad reza haji abootalebi,5.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,bc852980-9781-4fa3-bb79-6f7415e47c82,often hangs forever losing the prompt. This has been going on for months,,Pierre,2.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,630aa64e-9d54-4613-b598-1439ce39e34e,Does the job very well. Recommend.,,Frangan,5.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,817fbbce-1192-4871-b38d-1cbbc94e6c2b,lemme list the goods 1. it has simple Ui/Theme/Design. 2. it's very easy and simple to use. 3. it's fully functional 4. it has a lot of features :) an easy 10/10,,WhineDoh Greenoh,5.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,20ddd95e-c8c1-4c7a-884f-c10727b2171a,"Very excellent app, especually in long context",,Jean Claude Baziruwiha,5.0,"Jul 12, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,18cc6bc4-47ea-4d87-ace6-668282d52df0,"Love the app. It'd be great to have an option to set app-wide system instructions for customisation, plus support for temporary chats. I also hope you add a voice mode. Thanks.",,Human Being,4.0,"Jul 12, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f720970f-3714-4a37-a185-7e5c441b09df,"it faster then chatgpt,claude,grok,deepseek,qwen",,Meglaarif,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,71f4b58e-26d4-41ac-a54e-307aa0821bc3,"It seems concise and generally accurate. It can sometimes provide misinterpreted information, but it happens to all of us. Compared to contemporaries from other companies, it keeps answers short yet informative. I like that.",,Vanja Blazinic,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,c20b08a5-2219-45ce-866e-a81258420c28,Excelente,,Andres Riascos,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,467a8054-3ef5-4085-a2c6-420b6b69172e,Great ai and I like how fast it answers. The app need improvement. It is impossible to copy and paste long answers,,Attilio Scala,4.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,459f41fe-8fba-4738-a8b1-e7e6f0ebf7b2,,,Dyu Rhii,2.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,6744f3a4-0f68-4e95-9ce2-506c72397ac1,Great LLM.,,Fernando Perulles,5.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,3591de6b-8c34-4c3c-abb1-2fbf535efa43,useless restricted ai,,Gbert 515,1.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,695acf88-1dde-4253-94a7-12319aa6a0c0,"Seriously? What were you trying to achieve, the ai is buggy, unimaginative and so stuck up. I don't know what you were thinking when this was being built but you definitely have achieved the opposite.",,ois ous,1.0,"Jul 09, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,2d1e6f92-0067-4a02-9995-c79aff62dd09,"Very good, detailed answers.",,Bentu De Sol,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,93d6adc5-2c16-4f78-8463-629da38bbe15,Good AI,,Dibu Subi,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,bed0efcc-5b21-46b5-b6af-b11f37b97a1e,The chatbot is doing its work very well.,,Joseph Wanyoike Njoroge,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1c8d1f48-42c8-4dbe-a417-471eb7f1b496,"The best, I love this app",,Abinabo Sandic,5.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f247bd07-15e6-4b92-9eb6-6984b3678d1c,I should be able to create a folder to store all my related chats in a single space.,,Al Hazebret Alcoseba,4.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ce86cec2-cf27-4191-bf85-d762efee12a3,Very useful.,,Glen Raj Adam,5.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,b2c8145f-6cf3-4649-b241-fd4f913f9bb7,"Great app, happy with responses BUT! most annoying feature is that when I type a long prompt when connection isn't good my prompt ist lost (can't even copy paste it and try again). other chatbots allow it to be sent so that I can at least copy paste it. Wish this could be changed!",,Kilian Bartsch,3.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,762ceb6d-1197-4b67-beef-9d3718487191,"I like the all and Mistral but it hangs so often after I press the ""play"" button that I cannot give the app a good rating. The IOS app is very responsive though!",,X X,3.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,a53fb5b4-b570-4073-874c-f23884a3d2fa,Un assistant avec beaucoup de contraintes et limitations techniques. J'ai d�sinstall�. Bye !,,Josh Mpoyi,1.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1e4bc610-6afe-438e-8eb9-c3f77189c722,It's very useful. Seems to be less prone to confirmation biased than ChatGPT. The information it provides seems a lot more reliable than others.,,Valentin Kushinov,5.0,"Jul 05, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1ac59b48-4f74-40f3-9b8a-3b8e609fcd52,this is a good EU based AI. accurate and helpful with searches,,Daniel Hansson,5.0,"Jul 05, 2025"
